LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
124721,33,34711,114923,461,44,2,10.72,36,0.51,2,2,1,0,1,0,1,0
177629,44,97647,47822,334,92,1,17.29,48,0.15,3,3,2,0,0,4,1,0
55308,33,139686,187075,385,4,2,6.42,48,0.39,0,3,2,0,0,2,0,0
140506,69,75560,72300,577,116,3,6.02,24,0.73,1,2,1,0,0,4,0,0
53297,58,99879,10961,743,87,1,6.42,12,0.89,1,3,2,1,0,1,1,0
34635,62,79444,140835,394,60,3,2.09,48,0.76,2,1,0,1,0,1,1,0
16144,21,61259,66180,458,9,2,5.4,24,0.73,1,1,1,1,1,0,0,1
225232,59,44457,119001,731,37,1,17.98,36,0.51,1,2,1,0,1,4,0,0
10733,44,116156,11333,765,11,3,17.99,24,0.18,2,0,1,0,1,2,1,0
2423,26,99009,186806,425,108,1,12.54,36,0.39,1,2,0,0,0,4,0,0
104667,42,106913,174758,840,4,4,19.19,24,0.74,3,2,2,1,0,3,1,1
247783,41,31534,42066,383,3,1,20.94,24,0.12,3,3,0,1,0,1,1,0
4203,45,142591,227502,699,55,3,17.16,48,0.33,2,3,0,0,1,3,0,0
98716,35,98301,121094,479,116,2,4.42,48,0.88,2,0,0,1,0,2,1,0
110764,61,132765,218733,624,41,3,19.29,24,0.1,2,1,2,0,1,0,1,0
167059,43,47372,13922,372,15,1,20.35,36,0.3,1,1,1,0,1,1,1,0
244848,27,126754,180651,814,105,4,13.3,12,0.47,3,1,2,1,1,2,0,0
241713,66,118398,56946,834,44,4,12.26,12,0.24,3,2,1,0,0,4,1,0
94449,61,29292,177948,772,11,4,9.87,36,0.4,3,3,1,1,1,1,0,0
183278,51,103318,177953,512,10,2,12.34,12,0.35,2,3,2,0,1,3,1,0
47838,63,138821,63695,428,70,2,22.5,48,0.42,3,3,1,0,1,4,1,0
86537,55,54426,184646,598,22,3,12.4,24,0.35,0,0,0,0,1,1,0,0
69050,28,58206,130675,487,9,1,8.96,12,0.84,1,2,0,0,0,3,1,0
178703,31,38012,191886,588,62,1,12.65,24,0.29,3,0,0,0,1,4,1,0
7688,63,66188,243605,656,33,3,18.54,60,0.55,0,2,0,1,0,1,1,0
167466,55,55090,137327,459,40,2,12.24,24,0.26,1,3,1,0,0,2,0,0
195405,18,90863,189670,311,79,1,20.77,36,0.78,0,1,1,0,0,2,0,0
88870,34,66998,227283,516,8,1,23.49,24,0.3,2,2,1,1,1,0,0,0
131635,66,22453,148701,379,59,1,11.13,60,0.89,1,2,1,1,1,1,1,0
65391,34,36045,106586,380,102,1,13.75,36,0.67,0,3,0,1,1,0,1,0
119988,27,135107,165619,729,60,2,14.59,24,0.52,0,0,1,0,0,2,1,0
131477,47,83814,216953,478,114,4,13.09,24,0.1,1,3,2,1,1,3,1,0
15246,59,78215,42027,493,107,3,15.13,12,0.69,0,2,0,0,1,3,0,0
106238,63,91826,233572,563,66,4,2.55,24,0.15,1,2,1,0,1,1,1,0
20134,50,60980,76414,406,20,1,12.43,60,0.69,1,2,0,0,1,0,0,0
161474,19,71626,96419,373,51,1,3.43,60,0.75,0,2,2,0,0,4,0,0
227688,67,83307,50356,674,26,4,2.97,36,0.79,0,1,2,1,0,3,0,0
120465,37,71068,88990,669,33,1,2.24,24,0.5,1,0,0,1,1,3,0,0
179888,49,92763,233225,789,111,2,14.7,60,0.87,2,0,1,1,0,2,1,0
131388,20,38734,172479,676,55,2,24.03,60,0.5,0,2,0,0,1,2,1,0
152806,53,105078,131398,425,53,2,22.14,12,0.78,1,1,2,1,0,3,0,0
191741,22,39723,117633,330,114,4,5.8,48,0.54,1,3,0,1,1,0,1,0
35209,37,83991,210740,731,50,2,15.13,60,0.22,0,3,2,1,0,4,0,0
155395,20,96935,91122,507,26,3,15.5,24,0.22,3,3,2,1,1,0,1,0
107880,20,103108,8624,655,9,4,8.48,48,0.88,2,0,2,1,1,0,0,1
131632,53,65040,23767,493,11,4,22.18,60,0.81,1,1,2,1,0,0,0,0
26088,23,82848,47348,554,118,3,18.47,60,0.37,0,2,2,1,1,3,1,0
85062,56,148097,148679,395,93,4,22.92,36,0.31,2,3,2,0,0,1,1,0
95226,53,68931,129432,355,48,1,18.2,60,0.34,0,0,2,1,0,0,1,0
17682,41,71120,66634,840,6,4,17.99,48,0.61,1,2,1,0,1,4,1,1
221420,64,15392,82807,798,92,4,8.12,36,0.69,1,0,1,0,1,0,0,0
103681,55,31275,59768,560,13,1,13.74,48,0.63,2,0,2,0,1,3,0,0
91551,54,77846,243747,596,72,4,9.5,12,0.1,1,1,1,0,1,1,0,0
95705,25,62799,187365,737,104,4,8.86,60,0.32,3,0,1,0,0,0,0,0
19567,55,111900,12851,374,61,4,10.07,48,0.68,2,3,1,1,0,2,1,0
38651,66,110441,242033,698,56,2,12.91,12,0.37,0,2,1,1,0,4,1,0
199994,33,86333,14939,703,75,4,6.08,60,0.32,3,0,1,0,0,4,0,0
160388,60,51083,43047,426,65,2,16.25,36,0.81,0,3,0,1,1,2,0,0
151459,18,93423,86669,734,69,1,10.18,24,0.68,3,1,0,1,0,4,1,0
176277,31,108325,61855,336,103,4,24.5,60,0.28,3,0,0,0,1,2,1,0
217898,62,33536,29553,584,108,3,3.65,36,0.67,0,3,2,0,1,0,0,0
131433,27,22942,43863,727,56,2,9.98,12,0.47,0,2,0,0,1,1,1,0
23995,27,107058,38245,743,33,1,2.8,12,0.69,3,2,2,0,0,1,1,0
52811,39,118985,102400,714,40,2,24.87,48,0.35,2,3,0,0,1,2,0,0
171531,57,35603,68763,592,42,2,11.96,48,0.66,1,3,0,1,1,2,0,0
103895,58,37613,75651,551,87,2,16.13,12,0.7,1,2,1,1,1,2,1,0
19641,48,28369,147897,558,99,1,10.6,36,0.76,2,3,2,1,1,4,0,0
106946,21,29238,173415,755,86,3,13.17,12,0.55,1,3,1,1,0,3,0,1
216483,60,53685,147943,782,39,4,7.04,36,0.11,1,3,1,1,0,4,0,0
38075,40,141116,178927,470,84,1,6.77,12,0.13,0,0,2,1,0,0,0,0
59578,58,148374,96663,817,83,4,23.23,36,0.86,1,3,1,0,0,2,0,0
225939,29,142199,249761,677,67,1,10.14,24,0.41,1,2,1,0,1,2,1,0
214029,62,144999,94718,361,38,3,24.81,24,0.54,1,1,2,1,0,3,0,0
7591,25,15887,139970,559,48,1,22.81,60,0.35,2,1,2,1,1,4,0,0
45573,62,106667,225020,647,112,3,20.29,60,0.17,2,2,0,1,1,4,0,0
49996,41,54376,74431,652,41,1,3.67,60,0.31,2,1,0,1,0,1,1,0
204099,18,18673,130960,583,79,3,23.27,60,0.39,0,2,0,0,0,2,0,1
53133,43,83949,70142,649,39,3,4.74,12,0.13,1,3,0,0,0,4,1,0
205338,39,52751,21314,653,114,3,7.73,60,0.59,0,2,2,0,1,2,0,0
170919,60,21681,118384,728,2,3,18.43,60,0.84,3,3,2,1,0,0,0,0
97025,42,55896,8554,436,89,3,20.19,36,0.79,1,1,1,0,1,4,0,0
246771,48,26951,80073,674,11,1,17.04,48,0.83,0,2,1,0,0,3,1,0
175589,51,123250,160424,494,111,4,16.42,48,0.75,1,1,0,1,0,4,0,1
21121,54,98425,202460,302,34,1,21.78,24,0.76,2,0,0,0,1,2,0,0
74147,28,144814,162724,617,34,1,20.48,36,0.64,1,3,0,1,1,1,0,0
48616,21,127300,161356,711,95,2,21.61,36,0.76,3,3,2,0,0,1,1,0
198978,25,128846,240211,687,116,3,20.0,12,0.75,1,1,0,1,0,2,0,0
161707,61,89920,47338,724,65,3,23.69,60,0.16,1,1,0,1,0,4,1,0
172736,52,57656,240069,545,35,4,3.4,24,0.51,1,0,2,0,1,3,0,0
135380,42,26726,201706,480,46,1,12.42,36,0.21,0,1,0,0,1,4,0,1
217678,48,123205,25670,596,78,4,13.95,36,0.35,1,0,1,0,0,3,1,0
231801,66,29092,26961,656,25,1,18.44,12,0.38,1,0,1,0,0,3,0,0
160570,40,132081,99702,674,95,2,8.35,24,0.58,2,3,1,1,0,0,0,0
5778,57,40792,123141,829,117,1,16.15,48,0.64,1,1,0,0,0,0,0,0
227408,55,24629,120070,674,14,2,6.31,60,0.57,1,2,2,0,0,3,1,0
94110,21,62024,167375,361,52,1,5.3,12,0.43,3,0,2,0,1,4,1,0
48605,53,103120,155023,817,118,2,17.69,48,0.32,3,1,2,1,1,0,1,1
83066,24,70185,115662,828,98,3,5.37,24,0.12,1,0,2,0,0,2,1,0
38259,27,147378,183323,539,18,3,11.0,36,0.23,1,0,2,0,1,4,0,0
10190,23,44972,71440,313,65,3,7.67,48,0.55,3,1,2,1,0,0,1,0
7186,48,134638,49104,622,50,1,16.8,60,0.4,2,1,2,1,0,1,0,0
70814,21,132313,246352,809,30,4,16.29,12,0.48,3,0,2,0,1,1,0,0
174,38,138271,83816,515,31,2,4.21,36,0.57,3,0,0,1,1,0,1,0
131920,59,65472,93308,383,41,3,12.63,60,0.12,0,2,0,0,0,0,1,0
121103,37,91878,218180,488,25,1,11.36,60,0.76,0,0,1,0,0,1,1,0
52718,34,72148,215089,309,76,1,11.17,12,0.12,1,2,1,1,0,3,1,0
91386,69,27383,192241,411,59,2,22.71,24,0.18,1,1,1,1,1,0,1,0
122526,23,104348,157612,712,93,2,10.06,60,0.2,3,1,0,0,1,4,0,0
140027,28,27655,152345,804,50,2,2.51,24,0.3,2,3,0,1,1,1,1,1
188587,35,27545,181545,538,28,3,15.7,12,0.74,0,2,2,1,1,1,1,0
216906,26,22525,234355,656,100,4,19.35,24,0.29,2,2,1,1,0,2,0,0
27818,29,44425,16275,627,42,4,6.86,12,0.31,2,0,1,1,0,4,0,0
10284,48,49266,111805,569,98,4,2.22,36,0.52,2,1,1,1,1,0,1,0
198763,48,103962,138443,842,66,2,12.13,24,0.69,1,0,0,0,0,2,0,0
86118,60,53804,129369,803,96,1,11.41,12,0.45,2,1,0,0,0,3,1,0
38833,67,120979,186469,469,54,3,4.83,24,0.48,0,1,0,0,1,4,1,0
21351,51,134451,15378,505,39,2,15.22,36,0.48,1,2,0,0,1,3,0,0
187307,33,52724,148500,541,30,4,10.85,12,0.86,2,3,1,0,0,2,1,0
103529,58,42064,198531,581,10,2,6.96,24,0.6,1,3,2,1,0,1,0,0
15151,65,145589,14595,775,89,1,8.87,60,0.85,3,2,0,1,1,2,0,0
91543,29,101074,201748,494,0,3,9.88,36,0.31,3,3,2,0,1,3,0,0
22178,66,103110,67981,700,44,2,7.36,60,0.39,2,3,2,0,1,2,0,0
152349,30,48911,147500,501,10,1,14.68,24,0.9,2,2,2,0,1,3,0,0
215341,53,44620,103817,408,57,3,8.71,36,0.22,2,3,0,0,0,4,0,0
156669,30,25001,49336,432,74,2,13.21,48,0.85,0,2,2,0,0,2,1,0
83252,61,74489,218707,562,104,1,22.11,60,0.7,0,3,2,1,0,3,0,0
69704,19,45716,121992,425,48,1,24.17,12,0.46,3,0,1,1,0,1,1,1
28465,66,127330,234299,612,6,4,5.66,48,0.71,1,1,1,1,1,2,1,0
11744,32,73900,38558,509,43,3,6.6,24,0.84,1,0,2,1,1,3,0,0
110796,30,27420,46998,509,36,1,18.06,12,0.66,2,3,0,0,0,1,0,0
23424,51,77090,25277,421,12,1,20.32,48,0.57,2,1,2,0,0,2,0,0
188942,43,30661,191154,425,5,4,13.09,48,0.44,2,2,2,1,1,1,1,1
42848,23,26346,13476,406,12,3,17.64,36,0.24,0,0,0,0,0,2,1,0
36550,38,81696,220475,303,53,1,8.91,12,0.6,1,2,1,1,1,3,1,1
135644,61,63182,235242,814,83,3,9.19,48,0.58,1,0,1,0,0,2,1,0
106647,50,88480,207211,798,112,2,7.85,24,0.23,1,1,2,1,1,0,0,1
63502,32,89046,9239,328,22,3,14.24,48,0.66,1,2,2,0,1,3,0,0
104361,52,117137,69471,728,45,2,23.65,36,0.14,1,0,2,0,1,2,1,0
165942,45,92588,50389,510,26,1,16.69,36,0.82,1,3,0,0,0,0,1,0
168543,59,27501,109981,613,84,4,19.26,48,0.65,0,0,1,1,0,3,1,0
245537,23,36545,196651,519,58,2,22.93,48,0.29,0,0,1,0,1,3,1,0
126519,54,117474,225121,751,38,1,21.49,48,0.47,2,3,2,1,0,2,1,0
214474,57,73192,118672,817,18,2,16.49,36,0.84,0,1,2,0,1,4,0,0
79715,23,127458,248137,585,30,1,23.97,12,0.38,3,1,2,1,0,3,1,0
83285,28,38923,66268,804,73,2,8.74,60,0.15,2,0,0,0,0,1,0,0
186422,31,82691,148007,827,52,1,5.91,60,0.62,3,3,0,1,0,2,0,0
25789,38,29942,150220,828,14,3,9.62,24,0.67,3,2,2,1,0,2,0,1
40296,37,41520,95712,611,42,2,20.19,36,0.44,0,1,0,0,1,2,1,0
176731,22,124450,243430,728,32,2,2.18,48,0.83,0,0,0,1,1,2,1,0
180924,62,23280,155608,399,100,2,23.92,36,0.31,1,2,1,0,1,1,1,0
199038,26,115148,65227,315,61,3,17.22,12,0.67,1,2,2,1,0,4,0,1
93966,47,148829,26803,333,103,1,18.14,12,0.22,1,2,1,0,0,2,1,0
56692,59,86370,6920,337,114,1,15.54,24,0.4,3,3,0,1,1,1,0,0
148942,60,36291,196099,403,113,2,4.86,48,0.32,1,0,0,1,0,3,0,0
239544,55,78098,200195,590,52,1,24.88,24,0.1,0,0,1,0,1,4,0,1
227105,44,100385,75734,567,119,2,13.64,24,0.45,1,1,0,1,1,0,1,0
94380,22,109945,77532,543,52,3,17.72,24,0.61,2,3,1,0,1,0,0,0
38782,22,104991,90752,623,84,3,13.73,48,0.29,0,0,1,1,0,0,0,0
128145,65,15773,94473,300,83,3,6.7,12,0.74,0,3,1,1,0,1,1,0
73445,57,47266,139584,501,66,2,15.0,60,0.34,2,0,2,0,1,1,1,0
11747,32,74348,31292,446,30,3,21.75,24,0.54,3,1,2,0,0,4,1,1
109653,64,61207,206384,304,51,3,17.58,36,0.19,3,2,1,0,0,0,0,0
59793,26,148205,13241,308,70,4,6.23,48,0.36,1,2,1,1,1,1,1,0
22791,64,34015,27725,612,112,3,15.32,36,0.32,1,2,0,1,1,4,0,0
4080,42,45943,151784,408,10,3,11.38,36,0.37,1,3,1,0,1,0,1,0
31807,25,140506,27268,714,90,1,3.93,24,0.17,3,2,2,1,1,2,1,0
253638,31,47812,227908,778,79,2,5.55,12,0.3,0,2,0,0,1,4,1,0
100550,56,132694,151236,766,71,1,20.2,48,0.35,2,2,0,0,1,2,0,0
122245,49,141595,104782,831,17,4,20.63,60,0.11,2,0,2,0,0,3,0,0
110774,48,64691,234592,312,101,2,10.98,60,0.88,2,2,0,1,1,3,0,0
186289,40,146913,41045,416,27,4,9.87,36,0.8,1,0,0,1,0,3,0,0
83215,61,88606,127286,740,3,1,15.93,36,0.25,1,1,0,0,0,3,0,1
248531,18,111247,165283,694,1,1,5.11,36,0.82,2,1,0,0,1,1,0,0
123314,64,32155,173968,846,53,1,20.82,12,0.42,1,3,2,1,1,3,1,0
54687,48,115697,68531,432,31,2,21.03,48,0.49,0,2,1,0,1,1,0,0
211154,24,124346,147582,450,50,2,24.26,24,0.42,1,2,0,1,1,1,0,1
200054,32,119735,249335,531,43,4,2.57,60,0.84,1,3,2,1,0,0,0,0
188958,59,118401,92412,530,20,3,8.85,24,0.68,1,1,1,1,1,1,0,0
86901,23,42291,206424,687,52,2,10.21,48,0.78,2,0,0,1,0,2,0,0
16615,33,141079,107133,682,89,1,7.27,24,0.39,3,3,2,1,1,3,0,0
90761,31,79316,153597,610,43,2,9.56,24,0.3,3,0,0,0,1,2,0,0
155546,61,86753,72755,343,22,4,11.21,36,0.83,0,0,1,1,1,3,0,0
220358,34,60039,115829,696,67,1,18.96,12,0.25,0,3,0,1,0,3,1,0
49064,27,66208,140445,325,20,4,20.49,48,0.11,2,1,0,1,1,4,1,0
130996,46,20074,247166,457,42,1,10.14,36,0.51,3,2,2,0,1,2,0,1
20777,59,25975,73272,625,2,4,15.93,60,0.64,3,2,1,0,1,2,0,1
167826,25,91200,204814,315,97,2,9.04,60,0.68,1,2,2,0,1,3,1,0
96359,28,114876,196545,549,63,1,13.41,48,0.42,1,0,1,0,1,2,0,0
102386,35,49569,49412,847,16,2,23.48,36,0.78,3,1,0,1,1,4,0,0
85268,62,103684,77937,799,33,1,23.48,36,0.11,2,3,1,1,1,0,1,1
66563,37,96212,139263,537,65,4,7.6,36,0.63,2,3,0,1,0,1,0,0
150045,33,79249,191501,603,69,1,9.8,48,0.53,1,0,0,1,0,4,1,0
9579,44,136957,198961,438,73,1,13.1,24,0.34,1,3,0,1,1,1,0,1
44761,40,43281,20314,826,88,4,11.89,24,0.84,0,2,2,1,0,2,1,0
101370,31,53314,246186,396,41,3,12.36,48,0.32,0,2,0,0,0,4,0,1
139338,29,125740,148493,385,98,1,16.13,60,0.82,3,1,2,1,0,4,0,1
209227,62,123156,156197,592,12,2,9.06,48,0.63,3,3,2,0,1,4,1,0
157580,44,107728,23509,569,4,4,23.08,48,0.74,2,0,0,1,0,4,1,0
169478,30,55994,236251,420,108,2,9.12,48,0.35,0,3,2,1,0,2,0,0
235793,33,68284,221406,460,50,2,13.27,36,0.1,3,0,1,0,1,0,0,0
25843,50,87593,47114,627,95,3,24.42,12,0.13,1,1,0,1,0,4,0,0
246277,41,119982,72612,833,84,3,14.37,36,0.7,2,2,0,1,1,1,1,0
122959,29,64695,19168,807,34,2,18.28,12,0.86,1,2,0,1,0,3,1,0
64086,26,92430,31539,359,51,4,16.69,60,0.14,2,0,2,1,0,0,0,0
46374,30,141222,249250,496,1,3,9.92,60,0.7,0,3,2,0,1,3,0,0
181687,62,26026,155263,822,62,1,2.42,60,0.64,3,3,0,1,0,4,0,0
175318,25,106772,112257,379,83,3,2.12,12,0.56,1,0,2,1,1,1,1,0
23275,67,27224,186988,549,86,1,8.83,12,0.24,1,0,0,0,0,4,0,0
57087,35,37464,20509,424,67,4,16.03,36,0.44,2,2,2,0,1,3,0,0
91739,44,71327,32466,803,69,2,24.84,60,0.15,2,3,2,1,0,0,0,0
72054,58,46147,163319,490,16,3,11.89,12,0.31,3,1,0,1,0,2,0,0
43732,50,81221,84734,381,45,4,15.6,36,0.43,0,1,1,1,1,4,0,0
206968,24,106924,40147,529,49,1,20.21,24,0.37,3,2,2,1,0,1,1,0
110561,30,117551,67773,776,19,3,22.52,24,0.4,0,1,1,0,0,4,1,0
94103,32,32014,192007,763,28,4,22.8,60,0.21,0,1,1,1,1,4,1,1
174786,51,56463,243455,798,8,3,5.99,48,0.43,2,2,0,1,0,1,1,0
210307,57,110795,18099,371,10,4,9.8,12,0.13,2,3,0,0,0,2,0,0
150820,37,56409,136826,599,10,1,4.09,60,0.63,2,1,1,1,0,0,1,0
66497,54,114031,179896,449,61,3,16.01,60,0.32,1,1,1,1,0,3,0,1
73970,58,128723,85485,518,17,1,14.94,48,0.1,2,0,2,0,0,4,1,0
154751,34,51860,110490,767,112,4,10.76,12,0.29,2,2,0,0,0,2,0,0
66149,46,57074,124107,419,104,1,4.3,24,0.7,3,0,2,0,1,1,1,0
71466,38,23109,115570,570,116,3,16.82,36,0.73,3,3,1,1,0,0,0,0
204211,31,18383,232256,398,63,2,7.82,24,0.38,3,0,2,1,1,4,0,0
129039,46,94517,132346,389,61,2,22.69,12,0.42,3,3,1,1,0,1,0,0
167662,58,68534,246626,803,13,4,12.52,36,0.69,2,2,2,1,1,2,1,0
185159,64,75895,35686,370,16,3,10.13,12,0.55,0,3,2,1,1,4,1,0
220326,39,121933,62007,687,66,2,9.47,60,0.8,1,3,1,1,0,0,1,0
216553,69,124657,41962,752,65,3,12.2,60,0.35,2,0,2,0,1,2,0,0
173856,50,114811,7886,528,17,3,21.82,48,0.32,2,3,0,1,0,0,1,0
200951,30,18061,98849,829,113,3,21.33,48,0.29,3,1,2,1,1,3,0,0
192644,59,77289,141616,600,8,3,2.34,60,0.53,0,0,2,1,0,4,0,0
158460,48,128618,50856,403,111,1,10.93,48,0.27,0,1,1,0,0,1,0,0
52524,29,125741,207687,462,37,2,5.87,36,0.64,1,2,2,0,1,2,1,0
8066,49,80250,195538,716,33,1,11.77,36,0.66,1,1,2,0,1,4,1,0
201767,63,140540,232260,663,87,3,9.57,12,0.11,1,3,2,1,0,0,1,0
177996,23,40779,43922,720,110,4,3.53,12,0.66,0,1,2,0,1,0,1,0
195073,28,46238,72326,399,20,3,11.21,60,0.85,0,2,1,1,1,0,0,0
211189,40,83453,133556,338,26,4,17.58,48,0.85,2,2,1,1,0,2,0,0
119981,24,81781,127571,614,109,3,22.58,60,0.87,3,3,2,1,1,0,1,0
223522,37,56312,157171,577,110,3,20.73,60,0.84,2,1,1,0,0,3,1,0
127101,21,126857,42898,770,75,4,14.53,36,0.79,1,1,2,0,1,1,1,1
161385,38,94660,60668,514,76,2,9.06,48,0.34,2,0,2,1,1,0,0,0
92080,61,63177,65717,549,49,3,12.39,60,0.88,0,3,1,1,1,4,0,0
207867,47,72204,10201,614,105,2,14.68,24,0.73,3,1,0,0,0,2,1,0
78150,42,90376,119986,759,75,3,7.19,48,0.35,2,3,2,0,0,1,1,1
56744,48,120663,59206,688,60,3,24.46,12,0.22,1,2,1,0,1,1,1,0
183685,19,69962,175229,404,19,4,20.84,48,0.53,2,0,2,0,0,4,0,0
20379,37,149003,103445,404,118,3,8.66,48,0.68,3,3,2,0,0,1,1,0
59036,63,140428,19854,426,74,2,23.96,48,0.74,0,2,2,1,1,0,1,0
195058,58,60364,160711,546,109,1,17.78,12,0.28,1,0,1,1,0,1,0,0
94535,31,73972,236076,501,79,2,5.16,60,0.15,1,3,0,0,1,4,1,0
144001,55,99379,153485,615,1,3,8.25,60,0.14,1,1,0,1,0,4,0,0
160409,40,145369,113873,694,118,2,13.1,12,0.29,1,1,1,1,1,2,1,0
244927,22,147721,206285,751,34,4,4.88,12,0.78,3,0,1,0,0,3,0,0
176055,69,82969,151339,812,106,3,10.1,60,0.52,2,1,2,1,1,0,0,0
95567,36,19733,236249,673,2,1,5.4,60,0.82,3,0,0,1,0,2,1,0
45461,67,39736,90725,826,54,1,7.3,60,0.29,0,1,1,0,0,0,1,0
213827,24,60013,205916,630,112,2,19.49,60,0.85,0,0,0,0,1,4,1,0
28997,38,94933,37439,846,38,4,23.21,24,0.85,3,0,0,1,0,1,0,0
79781,50,139329,58050,307,44,2,22.0,36,0.26,2,1,0,1,1,4,1,0
47259,37,97667,97122,744,97,4,8.53,24,0.58,2,1,1,0,1,1,1,0
141097,26,111046,93234,753,97,3,14.25,60,0.52,2,1,0,1,0,3,0,0
216886,48,131938,149673,661,15,3,18.8,60,0.67,3,1,1,0,0,0,1,0
54997,25,52212,51542,549,94,1,13.3,60,0.4,0,3,2,1,0,3,0,0
158364,28,49554,7333,362,18,2,2.66,60,0.75,1,1,2,1,1,2,0,0
5943,24,81182,59930,360,38,2,20.28,12,0.2,0,2,0,0,1,1,1,0
11758,38,146966,229137,471,47,2,5.29,60,0.59,2,0,0,0,1,3,1,0
254445,66,46320,73752,746,106,2,2.74,48,0.13,1,1,0,1,1,0,0,0
229643,45,32962,12363,530,43,4,6.17,60,0.43,2,3,2,0,0,4,1,0
212969,32,81028,106213,835,12,3,9.52,24,0.46,3,3,2,1,0,4,1,0
159346,25,100247,10470,453,74,2,19.1,12,0.65,1,0,0,1,1,0,1,0
49546,69,19375,22216,629,75,2,2.85,60,0.4,2,1,1,0,0,2,0,0
163324,29,140563,101665,484,26,4,13.58,60,0.86,1,2,2,0,0,4,0,0
185175,22,47925,85017,704,108,3,16.16,12,0.12,0,3,1,1,1,1,1,0
169841,25,62844,26725,538,91,1,5.23,60,0.2,0,0,2,0,1,3,1,0
21201,54,113617,225617,787,12,2,9.62,36,0.44,2,3,2,0,1,1,1,0
86608,31,20971,212490,526,79,3,12.93,36,0.28,2,0,0,0,1,3,0,0
224825,21,26518,196159,756,38,1,9.91,24,0.72,1,3,0,1,0,2,0,1
90539,44,35806,25573,589,36,3,13.31,60,0.83,0,2,1,1,1,2,0,0
11168,32,37492,99619,569,73,4,9.22,60,0.11,1,2,1,0,1,2,1,0
42066,37,49921,25241,527,20,4,20.87,24,0.37,2,2,2,1,0,2,1,0
119412,39,98786,120021,734,38,2,15.62,12,0.75,3,1,0,1,0,3,0,0
223679,59,71529,218385,796,103,2,20.26,48,0.36,2,0,1,0,1,4,0,0
234091,66,30295,52037,694,34,4,7.87,12,0.83,1,3,2,1,0,4,1,0
109968,53,149193,246836,499,114,3,14.47,24,0.13,0,1,0,0,0,0,1,0
213875,47,135420,222458,808,115,1,3.1,12,0.18,0,3,2,0,1,3,1,0
95481,50,135664,7880,555,14,4,8.98,24,0.56,3,0,0,1,0,0,1,0
219671,45,106194,51523,810,114,3,8.8,36,0.78,0,0,2,0,0,4,0,0
202547,55,124995,179238,699,7,1,19.47,48,0.41,0,2,1,0,0,3,0,0
255196,57,42858,201678,832,62,4,18.72,36,0.64,1,2,2,1,1,3,0,0
183513,21,145909,221027,801,112,2,22.77,36,0.58,1,2,0,0,0,1,1,0
137244,31,30582,84607,606,110,3,2.82,24,0.33,0,0,0,1,0,1,1,0
76722,19,110104,182131,679,102,3,14.13,60,0.61,0,0,1,0,0,3,0,0
159578,54,63258,60065,602,48,3,15.15,24,0.21,1,3,2,1,0,3,1,0
156582,64,108857,185025,329,90,4,24.1,36,0.19,0,2,1,0,1,3,0,0
21869,36,118620,247412,611,107,2,19.14,60,0.17,1,0,2,1,0,0,1,0
145908,31,89135,249073,495,29,3,2.96,36,0.74,0,3,2,0,1,4,1,1
46370,24,51962,87598,751,30,4,3.53,36,0.75,1,1,1,0,0,0,0,0
250683,26,117389,220247,425,51,2,3.86,12,0.58,0,2,2,0,1,2,1,1
216220,50,63313,33434,494,44,1,22.08,12,0.41,1,2,2,0,1,1,1,1
206330,41,94004,144990,666,101,4,6.32,24,0.41,3,3,2,0,0,0,1,0
150447,69,117605,234404,836,87,4,23.18,36,0.58,1,1,0,1,0,0,1,0
207765,59,97895,82344,524,48,1,2.01,60,0.28,0,3,1,1,0,3,1,0
214753,60,125298,134963,728,103,1,21.85,60,0.77,0,1,2,0,0,1,1,0
132624,38,41307,47575,658,110,3,11.08,24,0.65,2,2,1,1,1,0,0,0
86275,61,140404,221693,308,11,1,17.62,60,0.13,1,0,2,0,0,4,1,0
41642,18,73785,201356,680,83,4,6.23,12,0.78,2,1,2,0,1,0,0,0
147396,38,138708,21276,502,48,2,19.24,60,0.33,3,0,2,1,0,0,0,0
170194,57,78927,238083,339,14,3,13.82,60,0.34,3,1,0,0,1,4,1,0
161918,41,57338,97328,690,73,4,9.72,36,0.29,1,0,1,1,1,3,0,0
175110,55,68484,177077,706,69,4,12.5,36,0.47,3,2,0,0,0,3,1,0
177824,61,121590,21322,406,78,1,4.36,12,0.5,1,2,0,1,1,0,1,0
7525,58,110330,186768,456,0,2,23.57,48,0.35,0,2,2,0,1,3,1,0
146644,21,76231,115273,761,27,4,13.28,48,0.49,2,2,1,1,1,2,0,0
137308,23,68988,124723,406,102,2,5.38,12,0.16,3,0,1,1,0,1,0,0
210832,20,67187,24089,409,18,4,15.97,12,0.3,3,2,0,1,0,0,1,0
187092,51,86221,73652,398,6,3,6.96,60,0.89,0,0,1,1,1,0,1,0
176889,42,83165,9110,746,112,3,12.6,60,0.6,3,1,1,1,1,4,0,0
58880,44,133674,62332,345,116,1,6.17,48,0.32,1,2,2,1,0,1,1,0
5950,35,15419,222787,655,67,3,21.9,12,0.63,1,1,1,1,0,4,0,1
117809,22,135338,41440,555,63,1,6.82,36,0.54,1,2,0,1,0,2,0,0
216006,41,139958,34889,802,32,4,11.34,12,0.59,3,1,2,1,0,1,1,0
