age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,has_mortgage,has_dependents,loan_purpose,has_cosigner,default_status
51,35044,136754,468,51,1,4.23,36,0.23,2,2,1,1,1,0,1,0
39,120940,62565,351,78,2,20.31,24,0.13,2,0,2,1,1,2,1,0
69,75618,235220,472,83,3,14.33,36,0.85,3,0,2,1,1,3,0,0
39,92358,70329,730,104,4,9.9,24,0.53,3,2,2,1,0,3,0,0
24,22923,108228,429,105,1,19.37,60,0.68,1,1,0,1,1,2,1,0
56,51117,170572,541,15,4,24.94,12,0.59,3,0,0,0,0,3,0,0
54,31421,77531,568,55,2,7.65,36,0.87,1,0,0,0,1,2,1,0
32,54946,148489,445,41,2,6.76,48,0.59,3,3,2,0,1,0,0,1
36,99119,177590,835,58,1,8.18,24,0.21,1,2,0,0,0,4,1,0
27,61732,82864,673,47,1,10.04,60,0.86,1,2,2,1,1,1,1,0
54,90095,146217,605,114,1,2.75,36,0.12,0,0,0,0,0,2,0,0
54,127681,24090,583,43,1,4.18,48,0.62,2,2,0,1,1,1,0,0
67,113326,39082,503,4,4,15.15,36,0.36,1,1,0,0,0,1,1,0
21,145142,25631,608,56,1,16.66,36,0.4,0,3,2,1,0,2,1,0
63,33684,128648,712,59,2,6.94,36,0.46,1,2,1,0,0,4,0,0
67,143170,183861,344,89,3,20.01,12,0.18,1,2,1,1,0,0,0,0
58,62816,54368,406,46,2,6.7,24,0.44,1,1,2,0,1,1,0,0
42,132412,81598,340,94,4,12.71,48,0.21,3,2,2,0,0,3,0,0
45,112202,96660,511,90,3,23.54,36,0.3,1,2,2,1,0,2,0,0
66,44357,180118,314,119,4,7.07,12,0.72,2,3,1,0,1,2,0,0
61,71808,20661,840,74,4,6.98,60,0.49,2,0,0,1,0,4,0,0
35,57662,38845,729,77,1,16.2,24,0.66,1,3,0,1,0,1,0,0
65,26727,89282,721,102,4,6.12,36,0.44,0,0,0,0,1,4,1,0
52,89537,118739,375,76,1,8.69,24,0.57,2,1,0,0,1,0,0,0
36,78659,38151,752,108,2,22.26,24,0.77,2,3,1,0,0,1,1,0
59,28182,134865,659,29,2,21.85,24,0.69,2,1,2,0,1,0,1,0
37,61178,34092,478,77,1,19.89,12,0.24,2,1,1,0,1,4,1,0
56,49342,180577,742,84,4,3.2,12,0.82,0,3,1,1,0,3,1,0
50,103511,193108,315,5,4,21.4,36,0.53,3,0,0,0,1,0,1,0
18,31339,158693,761,6,4,11.5,12,0.13,3,2,0,0,0,2,1,1
64,141257,21823,548,41,1,22.13,12,0.89,0,3,1,0,0,4,1,0
18,58394,232912,849,96,4,3.64,48,0.48,3,1,2,0,1,3,0,0
58,117865,74824,532,21,1,17.62,48,0.26,3,0,0,0,1,4,1,0
63,17512,161685,655,15,1,23.57,60,0.41,2,0,0,0,0,3,0,0
62,42139,73395,539,34,4,22.17,12,0.28,2,3,1,1,0,2,0,1
36,128058,237232,744,63,3,4.56,60,0.83,2,0,1,1,0,1,1,1
65,76190,129443,628,102,4,14.76,60,0.21,3,2,0,0,0,2,0,0
66,100907,79392,829,11,1,18.75,36,0.19,3,0,0,0,1,4,1,0
26,138511,156772,612,49,2,18.08,24,0.41,3,0,2,0,0,4,1,0
31,103185,172366,753,24,4,14.38,24,0.31,3,3,0,1,1,2,0,0
20,63024,153162,750,100,2,14.75,48,0.72,1,2,0,0,0,2,0,0
47,139896,63676,554,89,3,8.18,24,0.67,2,3,1,1,1,0,0,0
58,46740,153436,610,37,2,23.27,60,0.34,2,3,1,1,0,0,0,0
69,140585,182207,844,25,1,11.65,24,0.31,1,3,0,0,0,4,1,0
18,62608,74386,816,50,1,5.34,12,0.34,1,0,1,0,1,4,1,0
22,15097,188567,422,24,2,15.82,60,0.5,2,1,0,0,1,1,1,1
40,19589,83753,657,45,2,19.4,36,0.42,3,2,0,0,0,2,1,0
23,129151,94675,746,23,2,17.82,60,0.44,3,1,1,1,1,1,1,0
37,38789,67707,622,110,1,9.79,60,0.12,0,0,1,0,0,0,1,0
63,86669,192655,663,92,1,20.88,60,0.44,1,2,0,0,0,4,0,0
59,82491,13271,406,71,2,14.69,12,0.34,3,2,0,0,0,1,0,0
25,45203,45469,748,75,1,18.9,60,0.88,3,2,1,0,0,2,1,1
48,140147,86716,576,13,2,3.32,36,0.1,1,3,2,1,1,3,0,0
32,48856,209529,825,26,2,10.4,36,0.76,0,3,1,1,0,0,0,1
43,90779,218546,618,91,4,5.58,48,0.28,1,2,2,1,0,3,0,0
50,118691,73126,796,30,3,9.52,24,0.27,2,1,2,0,0,0,0,0
65,87984,11798,399,41,2,9.81,48,0.66,0,2,0,0,0,1,1,0
69,148267,113660,675,71,2,19.91,60,0.53,0,3,1,1,1,4,0,1
56,94449,56412,498,25,1,2.77,12,0.43,1,1,0,1,1,1,1,0
49,78773,191505,828,73,1,11.14,36,0.46,3,3,1,1,1,0,1,0
18,111119,51720,723,22,1,14.57,48,0.84,0,0,1,1,0,2,1,1
22,75043,64037,487,47,2,20.78,60,0.66,3,2,2,1,0,4,0,1
39,75292,188976,727,4,1,7.21,60,0.25,1,0,1,0,0,1,1,0
48,90114,125644,615,78,2,12.56,24,0.63,3,1,1,0,0,2,0,0
59,88882,24013,384,10,1,10.78,24,0.76,0,1,0,0,1,4,1,0
22,24955,113715,380,34,1,14.71,48,0.56,2,0,0,1,0,2,0,1
25,15693,192429,599,75,2,11.56,60,0.39,0,3,0,0,0,4,0,0
23,149819,163395,332,49,3,13.55,12,0.65,1,3,0,1,1,2,1,0
27,119951,180381,706,20,4,6.34,24,0.81,3,2,0,0,0,4,1,0
63,132450,194530,307,86,3,21.39,12,0.58,1,3,0,1,0,1,0,1
57,50959,231443,455,73,2,11.18,60,0.21,0,2,1,1,1,0,1,0
55,76932,41600,779,93,3,16.94,12,0.45,2,1,1,1,0,3,1,0
58,22481,199139,497,73,3,14.48,48,0.19,0,2,0,1,0,1,0,0
64,64399,195003,334,119,4,2.08,12,0.42,0,3,1,1,1,4,0,0
33,93119,134952,399,75,3,24.23,48,0.28,1,3,2,1,0,2,0,1
45,20527,167472,369,89,2,20.45,24,0.73,2,0,1,1,0,3,0,0
18,89008,25652,713,96,2,4.33,60,0.6,0,1,2,0,1,3,0,0
63,28570,234577,547,34,4,16.9,60,0.84,3,0,1,0,0,4,0,0
69,15994,51261,712,10,2,17.07,60,0.75,3,2,0,0,1,4,1,0
35,56809,218754,366,79,1,8.38,24,0.29,0,3,0,1,0,3,1,0
56,110805,101776,597,89,3,16.02,24,0.83,3,3,0,1,1,2,0,0
61,46052,171184,361,91,2,14.09,24,0.39,1,2,2,1,1,1,1,0
59,116273,34914,584,29,4,16.67,36,0.52,0,3,1,0,0,1,0,0
64,149044,25361,463,7,3,20.5,60,0.61,2,3,2,1,0,1,1,0
56,84751,237588,417,105,2,2.4,24,0.84,1,0,0,1,1,0,1,0
54,37676,33524,519,39,4,20.02,36,0.51,3,0,1,1,0,1,0,0
28,30970,48676,609,33,4,12.58,12,0.9,0,0,0,0,0,3,0,0
20,124884,230843,670,89,3,2.27,24,0.49,2,1,1,0,1,4,0,0
46,55683,94227,421,90,2,17.39,24,0.19,3,3,1,0,0,2,0,0
21,103342,187874,725,28,1,17.65,60,0.76,2,3,0,0,0,2,1,0
48,143164,62808,355,88,2,20.77,48,0.33,2,3,2,0,1,2,0,0
28,50310,167711,841,96,2,21.47,24,0.88,2,1,1,0,0,2,0,1
47,50593,229705,419,17,1,16.78,36,0.81,0,0,1,1,0,3,1,0
32,76123,188156,467,98,3,18.0,24,0.79,0,2,0,1,0,2,0,0
32,36072,170117,781,13,1,16.16,36,0.7,0,0,2,1,0,0,0,0
49,99530,69370,446,77,4,3.0,60,0.47,2,1,2,1,1,2,0,0
46,64470,34995,773,56,2,11.53,36,0.37,0,0,0,1,0,3,1,0
66,78775,245141,541,101,4,7.29,60,0.43,2,3,0,0,1,2,0,0
60,62751,77288,798,46,1,10.63,24,0.53,0,3,2,0,1,3,1,0
45,17049,53405,370,9,1,11.05,12,0.1,1,1,0,1,1,1,1,0
38,61438,249657,743,71,4,5.5,48,0.24,2,1,2,1,1,0,0,0
55,130513,139146,378,34,4,20.34,12,0.46,2,1,0,0,1,4,1,0
56,139355,45437,475,88,1,13.63,48,0.78,0,2,1,0,0,0,1,0
28,142162,240375,493,23,3,19.53,60,0.74,2,3,2,1,1,1,0,0
49,76046,115083,513,77,3,19.65,36,0.24,1,1,1,0,0,1,0,0
44,73796,113289,587,11,1,13.16,60,0.81,0,1,1,1,0,2,0,1
41,107723,50191,625,74,3,16.17,60,0.46,2,3,2,1,1,3,0,0
54,103113,185670,833,78,2,22.68,60,0.56,3,2,1,1,0,1,1,0
18,70986,66505,336,64,4,16.14,48,0.81,0,2,2,1,0,3,0,0
49,124091,140558,305,33,3,10.55,12,0.5,2,0,0,1,1,0,1,0
18,97816,73267,398,86,4,8.47,60,0.54,2,0,0,0,1,1,0,0
62,44618,68854,477,50,4,14.75,12,0.39,3,0,2,1,1,1,0,0
51,36789,35390,832,38,4,7.1,36,0.28,2,2,1,0,1,4,1,0
35,58114,32605,548,6,2,18.95,48,0.52,0,3,0,1,0,4,0,0
46,107507,24852,489,14,1,16.94,24,0.17,3,3,1,0,0,2,0,0
23,102876,98992,641,102,1,7.71,24,0.71,3,0,1,0,0,3,0,0
48,134972,168881,423,58,3,24.16,36,0.83,0,1,2,1,0,0,0,0
31,23913,32326,313,49,3,23.16,60,0.22,0,0,1,0,0,3,1,0
28,90101,222009,321,41,4,23.57,12,0.17,3,0,0,1,0,1,1,0
22,67050,89909,540,90,3,11.39,24,0.13,2,2,1,1,0,4,0,0
39,101133,110236,676,98,2,4.05,48,0.62,3,2,2,1,0,0,1,0
68,134419,243856,550,54,4,12.94,48,0.25,0,2,0,1,1,3,1,0
30,64519,183640,350,11,4,3.47,60,0.32,3,3,2,1,0,4,1,0
29,35020,202283,525,94,1,24.01,60,0.65,3,2,2,0,1,3,1,0
58,87729,7667,336,111,3,20.52,12,0.37,3,0,0,0,1,1,0,0
21,99803,226252,523,87,1,15.61,24,0.34,0,1,1,1,0,1,0,1
55,90796,153883,593,52,3,18.66,48,0.25,1,1,0,1,0,2,1,1
21,47262,129063,352,29,2,16.79,48,0.88,2,0,0,0,0,1,1,1
47,49790,28932,357,34,2,12.7,48,0.63,0,0,2,1,1,2,0,0
18,48354,82997,748,75,1,11.44,36,0.19,3,3,2,0,1,4,0,0
66,95150,91470,494,37,1,14.48,60,0.35,0,0,0,0,0,1,1,0
48,36936,46324,773,68,2,7.98,60,0.45,3,2,1,0,0,2,1,0
66,141722,65241,493,53,1,23.07,12,0.3,2,1,2,1,0,3,0,0
59,118233,74940,826,56,1,7.49,12,0.18,0,2,1,0,1,2,1,0
67,63650,62619,568,82,3,13.09,12,0.28,3,3,0,0,0,3,1,0
40,136932,44554,810,64,1,7.38,24,0.41,1,2,0,1,1,1,1,0
31,71429,221659,650,6,4,24.38,60,0.22,1,0,0,0,0,4,1,1
52,146086,141452,706,87,1,4.31,36,0.13,2,1,1,1,1,3,0,0
34,32148,28093,483,50,4,21.19,60,0.54,1,3,0,0,0,0,1,1
49,100216,134473,341,24,3,5.98,24,0.7,3,1,1,1,0,3,1,0
53,109514,196798,530,17,1,14.68,60,0.8,0,2,2,1,0,2,0,0
40,91645,64507,829,8,2,14.23,36,0.71,2,3,0,0,1,4,1,0
51,75663,128039,668,36,3,24.45,12,0.25,3,2,0,1,0,1,1,0
64,58692,41677,429,90,2,9.24,12,0.51,0,1,2,1,0,0,0,0
55,65772,19096,821,108,1,16.41,36,0.36,1,2,2,1,1,2,0,0
58,29532,107665,800,110,4,20.05,24,0.15,1,0,2,0,0,1,1,0
56,124975,188583,627,11,4,12.64,36,0.8,3,1,2,0,1,3,0,0
39,36200,142737,492,45,4,9.01,36,0.31,1,2,0,1,1,2,0,0
59,108432,8116,684,56,3,3.24,48,0.42,1,1,1,0,1,2,1,0
19,36105,182577,773,109,4,15.62,24,0.66,2,0,0,0,1,2,1,0
37,115365,120076,345,36,1,5.77,24,0.65,0,1,0,1,0,0,1,0
31,45621,69966,308,116,2,15.65,36,0.47,3,2,2,1,0,2,1,0
55,81340,34619,538,101,4,13.99,12,0.79,1,1,1,1,0,3,1,0
54,108607,45135,824,18,3,20.69,24,0.9,2,0,0,0,1,4,1,0
54,69940,35924,527,64,3,11.41,48,0.29,1,3,0,0,1,0,1,0
69,85460,238049,345,37,1,18.84,12,0.14,2,2,1,0,0,4,1,1
29,113555,83768,438,74,4,11.38,60,0.89,3,1,0,0,0,1,1,0
45,40262,44154,330,48,1,4.73,12,0.18,3,1,1,1,1,3,1,0
25,47976,18303,745,5,3,11.58,24,0.9,0,2,1,0,1,3,0,0
46,48581,68557,804,45,1,10.8,36,0.67,0,0,0,0,0,3,1,0
38,22765,216506,617,72,3,14.18,48,0.8,0,0,1,1,0,3,0,0
56,19131,199366,387,78,3,10.67,60,0.56,1,1,1,0,1,4,0,0
65,87612,153153,656,72,2,22.5,48,0.13,3,2,2,1,1,2,1,0
35,15286,151850,704,61,4,13.32,60,0.13,3,3,1,0,1,0,0,1
65,38678,28431,379,59,3,6.71,36,0.58,1,0,0,1,1,0,1,0
36,134259,185451,414,24,1,4.44,60,0.6,1,1,2,0,1,0,1,0
27,106297,182995,831,8,4,12.51,48,0.5,3,1,2,0,1,1,0,0
26,16397,169275,536,115,4,12.37,24,0.67,0,0,2,1,0,3,1,1
40,86110,67422,680,52,1,10.39,36,0.77,1,2,2,1,0,4,0,0
47,113330,84069,713,40,4,17.85,48,0.56,2,1,1,0,1,2,1,0
39,139497,41740,632,78,2,2.16,48,0.52,2,0,0,0,1,0,0,0
46,140488,116484,519,118,4,15.24,24,0.75,2,3,2,0,1,1,1,0
23,114465,44487,570,9,2,17.42,48,0.31,0,2,2,1,1,1,0,0
67,127577,70815,367,106,2,17.3,48,0.49,3,1,0,0,0,1,0,0
52,31763,110824,534,98,2,4.03,36,0.28,2,3,1,1,1,1,0,0
31,59721,47140,326,83,1,13.34,12,0.8,0,2,0,0,0,0,0,0
22,60802,95804,351,91,2,12.68,12,0.61,1,2,0,0,0,1,1,1
63,109418,202678,729,114,3,6.55,36,0.89,1,3,2,1,1,1,1,0
35,43604,45177,715,31,2,23.65,12,0.15,2,1,1,0,1,3,0,0
52,77854,238994,716,38,1,16.08,24,0.85,0,3,2,1,0,3,1,0
47,39174,6033,389,41,3,11.0,24,0.43,0,3,2,1,0,1,1,0
24,107559,120396,802,81,1,17.16,60,0.54,2,3,2,0,0,4,1,0
51,29163,113078,516,6,3,20.07,48,0.61,0,0,1,0,0,0,1,0
55,114480,91154,628,63,1,16.08,48,0.66,3,0,1,1,0,0,1,0
59,100249,110265,411,7,3,16.49,12,0.79,0,0,2,1,1,3,0,0
36,18115,64723,667,28,3,17.71,12,0.37,0,0,1,0,0,2,0,0
62,35749,67381,371,40,4,21.86,60,0.4,3,3,2,1,0,4,0,0
28,87058,231920,371,102,2,10.95,24,0.4,2,2,0,0,1,4,1,0
58,34698,223832,562,26,1,21.03,48,0.77,0,0,2,0,1,3,0,1
34,17201,32378,438,73,3,14.8,48,0.32,0,1,2,0,1,4,1,0
28,137684,72593,826,10,4,24.57,48,0.83,2,0,2,1,0,0,0,1
62,140793,225808,725,110,4,5.81,12,0.89,1,2,1,0,0,3,1,0
45,149577,45582,309,118,2,8.93,12,0.33,0,0,0,1,1,2,1,0
20,47479,204526,552,54,3,8.7,12,0.51,2,0,2,0,1,2,1,0
27,124686,137660,744,106,4,4.16,36,0.33,0,2,2,0,1,4,0,0
41,58833,77407,677,113,3,10.17,36,0.7,3,2,2,1,1,3,1,0
50,116488,135084,656,101,1,9.01,48,0.26,2,3,1,1,0,1,1,0
43,23676,17099,574,10,4,7.79,12,0.18,1,1,1,1,1,3,0,0
22,114130,209098,795,97,3,6.97,24,0.31,2,2,0,1,1,0,0,0
41,132067,5476,652,5,1,2.12,12,0.12,0,3,1,0,0,0,0,1
61,144552,45441,780,32,1,16.66,48,0.64,2,1,2,0,0,3,1,0
43,52213,35175,816,108,1,11.33,48,0.66,0,1,2,0,0,4,1,0
24,83713,129406,440,119,3,19.72,24,0.32,1,1,2,0,1,3,0,0
29,34780,171356,676,84,3,14.47,48,0.64,0,2,2,0,0,1,1,0
56,56605,199920,603,102,1,18.21,24,0.32,0,0,0,0,0,4,1,0
61,15724,110313,785,91,2,7.07,24,0.89,1,3,1,1,1,3,0,0
53,17222,87908,424,7,2,8.71,36,0.57,1,1,2,1,1,0,1,0
34,115489,216800,565,56,2,21.3,36,0.6,2,3,2,0,1,2,1,1
33,117081,30976,451,76,3,8.69,60,0.49,0,3,1,0,0,0,1,0
48,133609,167624,511,1,1,9.2,24,0.31,1,0,2,1,0,3,0,1
35,140537,151259,463,43,3,17.02,60,0.25,2,1,0,0,1,0,1,1
49,126255,175962,751,92,4,23.23,24,0.57,2,2,0,0,0,0,1,0
19,22102,125095,521,49,1,11.06,48,0.3,2,1,0,1,0,2,0,0
66,113821,213756,411,119,1,7.23,48,0.36,3,0,1,0,1,3,0,0
27,105766,176826,591,95,3,20.55,12,0.76,3,2,2,0,1,0,0,0
65,69560,161655,692,47,4,17.59,12,0.46,0,0,2,1,1,3,0,0
56,79812,125912,472,35,4,20.57,24,0.57,0,0,0,1,0,2,1,0
31,49949,38283,476,114,4,3.34,36,0.9,0,2,2,0,1,4,1,0
69,128830,216556,584,74,1,7.17,12,0.44,0,1,2,1,1,2,0,0
64,101445,75160,744,94,3,23.61,24,0.84,1,0,0,1,1,4,0,0
27,23738,223300,744,116,4,4.32,36,0.34,2,1,0,1,1,2,1,1
45,31760,159234,414,3,4,3.87,24,0.72,1,2,2,1,1,0,1,1
41,128771,30674,354,82,3,6.46,48,0.24,2,0,2,1,1,1,1,0
57,98244,165549,486,37,4,17.03,60,0.24,3,2,1,1,0,1,0,0
51,144584,98205,614,37,3,6.77,36,0.75,0,0,2,0,0,1,0,0
66,128072,225307,675,3,1,11.78,60,0.47,1,1,2,1,0,4,1,0
58,62117,150824,754,61,4,18.54,24,0.82,2,2,1,1,1,4,1,0
26,68541,237019,830,18,4,4.76,12,0.29,1,0,1,0,1,1,1,0
64,123848,220643,672,100,2,15.31,12,0.39,3,2,0,1,1,2,1,0
46,42786,165795,408,69,4,19.74,24,0.14,2,1,2,1,1,1,1,0
62,98196,66737,439,94,2,9.6,60,0.28,2,2,1,0,1,0,0,0
58,127729,124552,554,57,2,9.31,36,0.29,0,3,1,0,0,1,1,0
53,109850,149191,655,17,2,9.58,12,0.59,1,1,0,0,0,4,0,1
26,39849,27570,461,64,4,23.62,36,0.46,0,1,2,0,0,0,0,0
58,21253,187052,648,43,3,13.03,24,0.41,0,3,2,0,0,1,0,0
64,78519,55546,527,108,1,13.5,36,0.27,2,1,0,0,0,1,1,0
28,111525,167936,354,64,1,5.31,60,0.57,2,0,2,1,1,2,0,0
38,134734,45173,566,45,2,4.95,36,0.6,2,0,1,1,0,4,1,0
30,147417,89195,490,92,1,19.98,48,0.55,1,3,1,0,1,4,0,1
66,28397,194145,618,89,2,23.23,36,0.34,0,2,0,1,1,3,1,0
41,64435,109245,431,68,2,12.2,60,0.18,0,0,0,0,0,0,0,0
18,59711,59180,318,118,1,5.34,60,0.47,3,3,1,1,1,1,0,0
52,139784,170926,741,68,1,5.12,24,0.58,3,3,2,0,1,0,0,0
52,77343,8890,373,45,4,10.9,12,0.57,0,1,0,0,0,0,1,0
38,26698,220307,751,16,3,8.95,60,0.44,2,2,0,0,0,1,0,1
64,46563,113477,634,85,4,8.42,24,0.26,0,0,1,0,0,1,1,0
22,131245,104325,382,12,4,11.34,36,0.48,1,2,0,1,1,2,0,0
38,131104,158423,330,45,1,13.76,24,0.86,0,0,0,0,1,2,0,0
21,59877,73261,321,24,3,19.28,48,0.58,2,2,0,1,1,1,0,0
50,110768,145308,695,72,4,14.06,36,0.72,1,0,1,1,0,4,0,0
53,142162,121191,429,49,3,9.6,60,0.14,1,2,0,0,1,4,1,0
25,59113,72190,752,45,3,19.69,48,0.46,3,2,2,1,0,1,1,0
46,37781,232585,727,72,3,12.11,12,0.59,2,2,2,0,1,4,0,1
24,94831,109371,810,31,1,13.31,24,0.29,2,0,0,1,0,4,1,0
18,118407,76391,801,18,3,20.32,24,0.27,1,2,2,1,1,1,1,0
22,26994,190217,380,105,2,12.87,24,0.86,0,1,2,0,0,2,0,0
30,68824,146826,658,43,4,14.29,36,0.64,1,1,1,0,0,4,0,0
43,83140,215316,344,41,4,2.06,12,0.58,0,2,0,1,0,4,1,0
29,41975,161402,309,21,1,17.36,12,0.24,3,2,0,0,0,2,0,1
25,39319,161069,638,87,4,4.73,24,0.19,0,2,0,1,0,0,0,0
66,72442,87333,437,107,3,2.32,24,0.73,2,3,2,1,0,4,0,0
51,95839,129041,799,66,1,14.59,60,0.45,3,3,0,1,1,3,1,0
39,32726,64847,502,78,3,8.91,36,0.84,0,1,1,1,0,1,0,0
67,146032,196226,465,57,2,7.96,48,0.41,2,3,1,0,0,4,1,0
26,40834,30490,442,35,4,24.52,24,0.6,0,2,2,1,1,4,0,0
26,131562,53102,600,92,2,24.79,12,0.76,1,2,1,1,1,1,0,0
62,35618,187956,634,115,1,3.1,12,0.87,2,0,2,0,0,2,1,0
35,125040,194895,658,61,3,21.17,48,0.26,3,1,1,0,0,4,0,0
34,129365,122594,649,109,1,5.81,60,0.39,3,0,1,1,1,0,0,0
24,48358,40265,756,4,4,18.7,24,0.69,0,1,0,0,1,1,1,0
56,98146,108626,704,60,1,6.58,12,0.52,2,0,1,1,1,3,1,0
68,143476,202364,722,72,4,8.62,24,0.4,2,3,2,0,1,2,0,0
51,142615,120916,577,98,2,21.26,24,0.56,0,3,1,0,0,1,0,0
33,114350,181135,352,97,4,16.33,12,0.54,3,0,2,0,1,3,0,0
45,92954,214676,812,43,2,17.27,60,0.83,0,2,2,1,1,3,1,0
42,85613,145350,727,65,3,21.82,48,0.53,1,0,1,0,1,1,0,0
39,77704,138065,577,80,3,23.25,24,0.42,3,2,1,0,1,3,0,0
51,40316,99370,376,31,4,11.42,60,0.12,2,1,1,1,0,3,1,0
32,106726,126010,340,104,3,21.83,12,0.62,0,1,1,1,1,4,1,0
33,105949,92979,436,83,1,3.34,36,0.25,2,3,2,1,1,0,0,1
33,26043,200036,561,105,1,3.6,24,0.39,3,1,0,0,0,1,0,0
55,55795,168761,617,78,2,23.02,36,0.78,3,2,2,0,1,0,1,0
39,25231,124963,603,18,1,12.63,60,0.51,2,2,0,1,0,1,1,0
46,92713,98046,761,3,1,12.83,48,0.38,1,0,2,0,0,0,0,0
49,124222,90661,767,69,3,23.46,48,0.36,3,3,1,1,0,4,0,0
60,123512,117045,662,96,4,3.1,12,0.41,3,2,1,1,0,4,0,0
41,35360,167780,399,48,3,8.75,24,0.39,0,0,1,0,1,1,0,0
58,53760,209449,409,80,4,12.71,48,0.55,2,3,0,1,0,1,1,0
67,80157,68334,445,10,3,24.49,36,0.84,2,0,0,1,1,0,0,0
40,59577,134198,831,60,1,24.02,12,0.72,2,3,1,0,1,4,1,1
55,146767,238443,795,13,2,8.85,48,0.7,3,1,1,1,0,0,1,0
40,96639,139537,320,14,1,15.18,24,0.78,3,1,0,0,0,3,1,0
42,64910,215734,619,68,3,24.16,36,0.49,1,1,0,0,1,0,1,0
43,54987,115032,449,86,4,2.07,48,0.67,1,2,1,0,0,2,1,1
53,103772,136885,699,66,1,19.38,60,0.8,1,3,2,0,0,0,1,1
67,145312,127121,546,40,4,15.91,48,0.64,2,1,2,1,1,1,1,0
51,78924,235158,828,38,1,7.71,60,0.63,1,1,1,1,0,3,1,0
30,105756,63823,657,94,2,18.27,36,0.74,1,3,1,0,1,0,0,0
50,33030,172872,735,83,1,20.23,36,0.76,2,1,0,1,0,4,1,0
58,105271,149728,481,115,3,10.86,60,0.9,1,1,0,0,0,3,0,0
63,147956,218714,461,72,2,10.11,12,0.44,0,2,0,0,1,0,1,0
21,79589,159950,631,37,2,12.16,12,0.82,2,0,2,0,1,1,0,1
53,61076,190790,780,108,1,3.31,24,0.51,0,3,0,1,0,4,1,0
37,91202,45386,757,42,2,13.61,48,0.87,2,2,1,1,0,4,0,0
46,141525,74844,623,81,1,18.41,60,0.8,0,2,2,0,0,1,1,0
32,95122,113904,784,47,1,19.06,24,0.6,1,3,0,0,0,0,1,0
32,24506,117350,437,42,4,12.02,12,0.34,3,1,1,0,0,3,0,0
30,17144,239450,502,67,1,3.34,60,0.39,3,2,0,0,1,0,0,1
31,31545,49117,544,71,4,15.82,24,0.23,0,3,2,1,1,1,0,0
39,94062,9010,525,8,2,5.01,36,0.68,3,0,0,0,0,0,0,0
18,42964,201108,498,80,2,2.81,12,0.83,2,3,0,0,0,3,1,0
18,130466,41077,608,12,4,17.19,36,0.27,3,3,2,1,1,1,1,0
48,77043,46930,434,60,4,6.53,12,0.7,0,2,0,0,0,4,0,0
50,87238,155530,577,118,1,9.93,60,0.7,3,1,0,0,0,0,0,0
64,114048,228098,598,74,4,10.11,36,0.48,2,3,1,1,1,3,0,0
18,19335,117299,350,45,4,4.26,48,0.31,3,1,0,1,0,1,1,0
55,118682,145666,309,110,2,4.36,48,0.68,1,1,2,1,0,3,0,0
41,80311,132522,383,10,2,20.64,24,0.33,2,1,2,1,1,0,0,1
56,98499,130769,324,74,1,17.75,36,0.72,0,2,0,0,0,3,0,0
39,33220,197784,579,54,4,10.35,48,0.63,2,1,2,0,0,1,1,0
40,39493,17642,428,41,1,12.95,60,0.46,0,0,1,1,0,3,0,0
19,115997,99414,582,114,2,6.83,60,0.36,1,3,1,0,0,4,1,0
39,36954,128030,614,27,1,15.69,60,0.74,2,3,1,0,0,3,1,0
26,149411,98509,612,12,1,17.44,48,0.67,1,3,1,0,1,3,1,0
21,72121,115185,314,52,2,17.47,24,0.35,0,1,1,1,0,3,0,0
67,116770,69366,598,15,2,13.5,24,0.14,1,2,0,1,1,1,1,0
42,54319,117694,653,64,2,8.89,48,0.36,3,2,0,0,1,3,0,0
32,64710,200695,694,79,1,13.32,12,0.76,0,1,0,1,1,3,1,0
41,88210,173579,528,111,3,20.75,24,0.18,0,1,1,0,1,1,0,0
57,65597,227784,425,95,3,2.3,12,0.7,1,1,1,0,1,1,0,0
24,138835,195010,769,114,2,20.24,36,0.67,0,0,0,1,0,1,0,0
25,47437,136413,559,8,2,9.48,60,0.79,3,3,0,1,1,1,1,1
44,30113,247500,329,28,3,3.89,48,0.3,0,2,1,1,0,2,0,0
44,100830,118872,344,59,2,24.59,24,0.35,0,1,1,1,1,3,1,0
62,78306,221513,367,49,3,22.07,12,0.73,0,0,1,0,1,3,1,0
52,107885,157138,363,92,3,4.91,48,0.38,0,2,2,0,0,4,1,0
55,109595,52209,814,102,1,19.23,60,0.85,3,2,2,0,1,2,1,0
47,31847,243573,801,76,1,23.16,48,0.73,3,1,2,0,1,0,0,0
56,103608,220326,843,50,4,5.97,36,0.16,1,0,0,1,0,4,1,0
46,91084,16398,500,99,4,17.0,24,0.51,2,2,0,0,0,3,1,0
22,91610,227408,767,105,1,8.48,60,0.85,3,2,1,0,0,3,1,0
35,52860,153180,374,43,3,24.54,36,0.59,2,2,0,1,1,4,1,1
32,101783,81533,525,83,1,20.02,12,0.14,1,0,1,0,0,1,0,0
43,88198,230213,340,52,3,12.68,36,0.84,0,0,2,1,1,1,0,0
19,64922,170856,397,94,2,18.49,48,0.59,1,3,0,1,1,3,1,0
48,21742,129370,636,94,1,7.57,24,0.41,1,3,2,1,0,4,1,0
42,99750,82908,646,57,4,3.22,48,0.15,1,3,1,0,0,2,1,0
